,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,R2Campaign,Age
1670,4,3,37929.0,0,0,8.0,49,1,37
1671,2,4,86610.0,0,0,8.0,66,0,71
1672,3,2,80141.0,0,0,9.0,20,1,36
1673,0,2,72635.0,0,0,8.0,54,1,67
1674,2,2,69016.0,0,1,9.0,61,0,52
1675,0,4,20193.0,0,0,9.0,18,0,31
1676,2,2,27573.0,1,0,9.0,45,0,47
1677,1,3,15862.0,1,0,8.0,26,0,43
1678,4,2,49544.0,1,0,9.0,0,0,46
1679,2,2,33228.0,1,0,8.0,28,0,42
1680,2,4,70440.0,0,0,8.0,49,1,44
1681,2,4,38232.0,1,1,8.0,84,0,51
1682,4,2,22554.0,1,1,9.0,38,0,67
1683,4,2,23536.0,1,0,7.0,53,0,39
1684,2,2,49413.0,0,1,8.0,88,0,70
1685,2,2,42231.0,1,1,8.0,99,0,53
1686,3,1,78789.0,0,0,9.0,12,1,42
1687,2,4,56534.0,0,1,8.0,35,1,54
1688,2,3,58350.0,0,1,9.0,5,0,51
1689,2,3,81217.0,0,0,8.0,77,0,33
1690,2,3,49090.0,0,1,8.0,45,0,71
1691,3,1,61787.0,0,0,8.0,71,0,35
1692,4,2,18169.0,1,0,9.0,40,0,37
1693,0,3,24336.0,1,0,9.0,82,0,41
1694,2,2,18222.0,0,0,9.0,70,0,32
1695,2,1,62335.0,0,1,8.0,87,0,70
1696,0,4,42033.0,1,1,9.0,95,0,51
1697,4,2,86580.0,0,0,9.0,72,1,39
1698,4,1,41437.0,1,1,9.0,5,0,65
1699,3,5,73705.0,0,2,8.0,86,0,71
1700,2,2,61064.0,0,1,9.0,80,0,46
1701,3,2,38452.0,1,1,8.0,62,0,67
1702,2,3,18358.0,1,0,8.0,49,0,33
1703,4,4,55012.0,0,1,8.0,85,0,49
1704,1,4,9722.0,1,0,9.0,7,1,49
1705,4,2,38175.0,1,0,8.0,6,0,38
1706,3,4,58656.0,0,1,9.0,25,1,66
1707,2,4,52117.0,0,1,9.0,55,0,57
1708,2,2,64813.0,1,0,8.0,81,0,44
1709,4,2,54222.0,0,1,8.0,98,0,49
1710,2,2,83512.0,0,0,7.0,31,1,36
1711,3,2,77520.0,0,1,8.0,30,1,63
1712,2,4,41154.0,0,1,9.0,98,0,44
1713,2,2,80398.0,0,0,9.0,92,1,56
1714,1,3,18746.0,1,0,7.0,41,0,30
1715,2,4,35196.0,1,0,9.0,68,0,38
1716,2,3,60230.0,0,1,9.0,78,0,66
1717,2,2,22108.0,1,1,8.0,46,0,45
1718,2,4,44392.0,1,1,8.0,71,0,48
1719,4,2,55424.0,0,1,9.0,6,1,46
1720,2,2,17688.0,1,0,9.0,82,0,43
1721,4,2,92491.0,0,0,9.0,71,1,39
1722,2,3,90273.0,0,0,8.0,32,1,31
1723,4,5,82571.0,0,0,8.0,28,1,60
1724,4,3,38513.0,1,0,8.0,20,1,40
1725,3,3,16653.0,1,0,8.0,10,1,43
1726,2,4,42586.0,1,1,9.0,7,1,67
1727,1,3,23529.0,0,1,9.0,67,0,57
1728,3,4,74881.0,1,1,9.0,48,0,61
1729,2,2,71107.0,0,1,9.0,61,0,71
1730,4,4,46910.0,1,1,8.0,36,0,58
1731,2,2,18690.0,0,0,9.0,77,0,63
1732,2,1,37244.0,1,1,9.0,90,1,67
1733,2,4,82427.0,0,0,8.0,35,1,56
1734,0,3,75342.0,0,1,9.0,38,0,64
1735,2,1,70044.0,0,1,9.0,46,0,68
1736,2,3,79146.0,1,1,8.0,33,0,55
1737,2,2,77437.0,0,0,8.0,70,1,59
1738,2,2,54984.0,0,1,7.0,51,1,63
1739,4,2,42403.0,1,0,8.0,18,0,51
1740,2,4,55761.0,0,1,8.0,97,1,58
1741,2,4,37292.0,1,0,9.0,32,0,39
1742,4,3,45576.0,0,0,7.0,9,1,77
1743,2,4,70321.0,0,0,9.0,6,1,75
1744,4,1,58086.0,0,1,9.0,80,0,53
1745,2,2,81795.0,0,0,9.0,74,0,70
1746,1,4,28389.0,0,0,9.0,49,0,75
1747,3,2,66835.0,0,0,8.0,21,0,76
1748,2,1,69901.0,0,1,8.0,95,0,53
1749,4,2,80360.0,0,0,9.0,56,1,73
1750,4,4,63342.0,0,1,9.0,48,1,61
1751,2,2,44989.0,0,1,9.0,26,0,48
1752,0,3,31859.0,1,0,8.0,3,0,42
1753,4,5,51569.0,0,1,9.0,39,1,73
1754,2,5,30372.0,1,1,9.0,33,0,51
1755,1,3,16014.0,1,1,9.0,42,0,43
1756,2,2,41120.0,1,1,8.0,80,0,54
1757,3,3,39763.0,1,0,8.0,9,1,51
1758,4,2,38725.0,1,1,8.0,52,0,67
1759,2,2,77981.0,1,0,8.0,78,0,50
1760,0,2,62905.0,0,1,8.0,68,0,58
1761,0,1,13533.0,1,0,9.0,45,0,43
1762,2,4,59481.0,0,1,8.0,47,0,47
1763,2,2,72117.0,0,1,8.0,34,0,45
1764,0,2,21955.0,1,0,8.0,81,0,36
1765,2,2,67131.0,0,1,9.0,72,0,66
1766,4,3,36802.0,1,0,7.0,23,0,42
1767,2,4,71853.0,0,0,9.0,29,0,40
1768,1,2,28249.0,0,0,7.0,80,0,61
1769,3,2,47808.0,0,1,8.0,30,1,47
1770,4,1,25509.0,1,0,9.0,15,1,48
1771,4,2,51012.0,0,0,9.0,86,0,76
1772,2,3,70596.0,0,0,9.0,68,0,37
1773,4,4,85431.0,0,0,8.0,54,0,70
1774,2,2,42664.0,0,1,8.0,44,0,55
1775,2,4,42586.0,1,1,9.0,7,1,67
1776,2,3,29760.0,1,0,9.0,87,0,37
1777,4,2,28973.0,0,0,9.0,59,0,45
1778,4,4,39435.0,1,0,8.0,16,0,49
1779,0,2,65370.0,0,0,8.0,1,0,38
1780,1,3,20194.0,1,0,9.0,64,0,43
1781,4,3,42473.0,1,1,8.0,72,0,46
1782,2,2,64590.0,0,0,9.0,98,0,54
1783,2,4,71232.0,0,1,8.0,91,0,63
1784,2,4,34600.0,1,1,9.0,8,1,51
1785,2,3,46904.0,1,1,9.0,20,0,55
1786,2,2,49094.0,0,1,9.0,6,0,49
1787,2,4,36075.0,1,0,8.0,54,0,39
1788,0,4,60839.0,1,1,9.0,72,0,43
1789,2,4,77298.0,0,1,8.0,46,0,43
1790,2,4,34026.0,1,1,8.0,11,0,72
1791,4,3,48918.0,1,1,8.0,21,0,59
1792,0,4,82122.0,0,0,8.0,89,1,60
1793,2,3,37697.0,1,0,8.0,82,0,46
1794,2,4,34074.0,1,1,8.0,69,1,70
1795,3,2,28520.0,1,1,8.0,55,0,62
1796,2,3,62535.0,0,1,8.0,13,0,67
1797,3,3,36273.0,1,0,8.0,80,0,45
1798,2,4,63404.0,0,2,7.0,97,1,58
1799,0,4,75774.0,1,0,8.0,27,0,41
1800,2,4,78416.0,0,1,7.0,99,0,46
1801,2,4,75702.0,0,1,9.0,87,1,48
1802,3,4,59385.0,1,1,9.0,85,0,71
1803,2,3,37070.0,1,1,9.0,30,1,56
1804,2,2,44689.0,1,1,8.0,82,1,71
1805,2,4,53977.0,0,1,8.0,21,0,64
1806,4,3,7144.0,0,2,8.0,92,0,56
1807,2,3,18701.0,1,1,8.0,95,0,58
1808,2,2,90369.0,0,0,8.0,2,1,66
1809,4,3,63159.0,0,0,9.0,74,1,48
1810,2,4,37758.0,1,1,9.0,49,0,56
1811,4,3,46757.0,0,1,9.0,71,0,59
1812,3,2,79734.0,0,0,7.0,72,1,53
1813,2,4,63207.0,0,0,9.0,68,1,30
1814,2,1,72071.0,0,1,9.0,4,0,68
1815,4,4,21840.0,1,0,8.0,80,0,39
1816,0,4,58582.0,0,1,8.0,15,1,40
1817,2,3,72282.0,0,0,8.0,70,1,71
1818,2,2,50387.0,0,2,8.0,91,0,66
1819,4,4,32583.0,1,1,7.0,10,0,61
1820,2,4,62568.0,0,1,8.0,99,1,60
1821,3,1,44635.0,1,1,8.0,25,0,51
1822,3,3,33316.0,1,1,8.0,34,0,51
1823,2,2,63967.0,0,1,8.0,57,0,54
1824,0,4,52513.0,0,0,9.0,84,0,44
1825,2,2,25293.0,1,0,8.0,51,0,53
1826,4,5,54111.0,0,1,8.0,97,0,57
1827,2,4,78394.0,0,0,9.0,13,1,36
1828,3,2,80739.0,0,0,8.0,92,0,64
1829,3,4,22669.0,1,0,8.0,30,1,47
1830,2,3,29236.0,1,0,8.0,30,0,35
1831,2,4,44911.0,0,1,9.0,11,0,63
1832,4,2,54693.0,0,1,9.0,72,0,60
1833,2,4,48186.0,1,0,8.0,39,0,48
1834,2,2,54809.0,1,1,8.0,0,1,45
1835,2,4,41580.0,1,1,9.0,15,0,44
1836,4,2,80336.0,0,0,8.0,12,0,52
1837,2,2,47743.0,0,1,9.0,56,1,65
1838,0,2,62972.0,0,1,9.0,39,0,67
1839,4,1,57333.0,0,1,9.0,55,1,68
1840,4,4,32313.0,1,0,9.0,60,0,40
1841,3,5,84953.0,0,0,8.0,73,1,69
1842,3,1,27071.0,1,0,8.0,90,0,54
1843,3,4,68148.0,0,0,8.0,86,0,65
1844,3,4,65735.0,1,1,8.0,37,0,57
1845,4,2,86836.0,0,0,9.0,7,1,47
1846,4,2,4023.0,1,1,7.0,29,0,59
1847,2,2,30093.0,0,0,8.0,19,0,32
1848,4,2,57705.0,0,1,8.0,14,0,56
1849,2,3,25008.0,1,0,8.0,72,0,34
1850,0,3,83257.0,0,0,9.0,56,1,27
1851,2,4,22280.0,1,0,9.0,85,0,47
1852,4,2,72159.0,0,0,9.0,62,0,44
1853,2,4,64260.0,0,0,9.0,1,1,61
1854,4,3,82733.0,0,0,8.0,28,1,38
1855,3,1,74290.0,0,1,8.0,70,1,51
1856,3,3,58217.0,2,1,9.0,84,0,71
1857,3,4,21024.0,0,0,8.0,89,0,46
1858,4,2,70116.0,0,0,9.0,73,0,50
1859,2,4,54006.0,1,0,9.0,42,0,37
1860,4,2,69063.0,0,1,9.0,16,0,56
1861,0,1,11448.0,0,0,8.0,16,0,47
1862,2,3,61825.0,0,1,8.0,56,0,43
1863,2,2,70886.0,1,0,8.0,65,0,51
1864,2,2,69109.0,0,0,9.0,10,1,40
1865,2,5,60208.0,1,1,9.0,13,1,49
1866,3,4,32889.0,1,1,8.0,78,0,54
1867,2,3,34738.0,1,0,8.0,51,0,38
1868,3,4,30538.0,1,0,9.0,27,0,51
1869,0,4,82326.0,0,0,8.0,30,1,45
1870,4,1,26642.0,1,0,8.0,71,0,55
1871,2,1,69932.0,0,1,8.0,97,0,58
1872,2,3,44503.0,1,1,8.0,83,0,50
1873,4,3,60200.0,0,1,9.0,3,0,74
1874,2,1,49638.0,0,1,8.0,71,0,70
1875,0,3,23830.0,0,0,8.0,3,0,35
1876,3,5,33051.0,0,0,9.0,15,1,63
1877,2,2,72905.0,0,0,8.0,52,1,64
1878,4,4,69702.0,0,1,9.0,8,0,71
1879,2,1,70300.0,1,0,8.0,89,0,47
1880,4,2,70643.0,0,0,9.0,66,1,38
1881,4,2,30396.0,1,0,8.0,22,1,53
1882,4,1,50616.0,0,1,8.0,56,0,54
1883,3,3,62772.0,0,1,9.0,74,1,53
1884,4,3,30298.0,0,0,8.0,48,0,37
1885,2,3,52413.0,1,0,9.0,67,0,38
1886,4,2,44155.0,1,1,8.0,24,0,65
1887,4,1,86979.0,0,0,8.0,67,1,51
1888,2,4,76532.0,1,1,8.0,38,0,47
1889,2,2,42081.0,1,0,9.0,86,1,40
1890,4,2,67546.0,0,0,9.0,90,0,34
1891,3,4,88420.0,0,0,8.0,87,1,33
1892,2,2,31158.0,1,0,9.0,62,0,37
1893,2,1,61671.0,0,1,7.0,23,1,54
1894,2,3,69719.0,0,0,7.0,99,0,48
1895,2,1,49160.0,0,1,8.0,29,0,73
1896,1,4,24882.0,1,0,9.0,52,1,44
1897,4,3,90933.0,0,0,8.0,90,1,68
1898,4,3,113734.0,0,0,7.0,9,0,77
1899,4,4,59292.0,0,1,8.0,71,0,72
1900,4,2,45759.0,1,1,9.0,13,0,58
1901,2,3,22148.0,0,0,8.0,16,0,39
1902,3,2,73395.0,0,0,8.0,94,0,35
1903,2,1,29819.0,1,0,8.0,77,0,51
1904,2,2,45688.0,0,1,8.0,20,1,54
1905,2,2,62820.0,0,0,9.0,51,0,68
1906,4,2,60491.0,0,1,8.0,81,0,51
1907,2,4,33235.0,1,0,8.0,71,0,36
1908,2,2,35701.0,0,0,9.0,36,0,63
1909,3,2,31535.0,1,0,8.0,95,1,42
1910,0,4,92556.0,0,0,8.0,32,0,62
1911,2,3,67384.0,0,1,9.0,32,1,52
1912,3,4,80573.0,0,0,9.0,85,0,51
1913,2,2,77870.0,0,1,9.0,93,1,55
1914,4,5,52278.0,0,1,9.0,24,0,59
1915,2,3,57107.0,0,1,9.0,44,1,54
1916,2,2,18929.0,0,0,9.0,15,0,32
1917,4,3,36038.0,1,0,8.0,82,0,41
1918,2,3,20180.0,0,0,9.0,27,0,46
1919,4,4,34230.0,1,1,9.0,72,0,57
1920,0,3,31878.0,0,1,7.0,7,0,45
1921,0,2,70932.0,0,1,8.0,57,0,50
1922,2,3,91249.0,0,0,9.0,84,1,66
1923,3,3,77598.0,0,0,8.0,53,1,79
1924,2,3,80982.0,1,1,9.0,48,0,63
1925,3,2,22701.0,1,0,8.0,2,0,45
1926,4,2,55212.0,0,1,9.0,65,1,53
1927,2,2,70617.0,0,0,8.0,45,0,52
1928,2,3,64849.0,0,0,9.0,42,1,65
1929,3,2,62694.0,1,1,8.0,29,0,57
1930,4,2,61917.0,1,1,8.0,83,0,48
1931,4,2,67472.0,0,1,8.0,93,0,75
1932,3,2,21059.0,1,0,8.0,40,0,40
1933,3,2,29543.0,2,0,8.0,47,0,54
1934,2,2,75903.0,0,1,9.0,50,0,71
1935,0,4,34984.0,1,1,9.0,40,0,47
1936,4,3,54998.0,0,1,9.0,3,1,66
1937,4,5,54356.0,0,1,9.0,62,1,73
1938,3,2,34242.0,0,1,8.0,25,0,63
1939,2,2,25410.0,1,0,8.0,48,0,49
1940,4,2,73356.0,0,0,8.0,56,1,38
1941,2,4,28320.0,0,1,9.0,68,0,72
1942,2,3,23763.0,1,0,9.0,64,0,45
1943,2,2,72570.0,0,0,8.0,67,0,38
1944,3,2,34529.0,1,0,9.0,94,0,46
1945,2,5,70792.0,0,0,9.0,82,0,71
1946,2,2,63211.0,0,0,9.0,3,1,40
1947,3,2,83891.0,0,1,7.0,24,0,48
1948,2,3,36065.0,1,1,9.0,54,0,54
1949,2,4,39898.0,0,1,9.0,20,0,68
1950,4,3,51141.0,0,0,8.0,96,0,82
1951,2,2,56939.0,0,1,8.0,19,0,46
1952,2,3,80872.0,0,0,8.0,60,0,71
1953,4,4,72335.0,0,0,9.0,2,1,46
1954,4,3,61798.0,0,0,8.0,13,0,58
1955,4,5,76842.0,0,0,8.0,37,0,72
1956,2,4,29478.0,1,0,8.0,59,0,46
1957,2,3,46998.0,0,1,9.0,55,1,66
1958,2,3,96843.0,0,0,9.0,60,1,32
1959,4,5,56551.0,1,1,8.0,48,0,72
1960,3,2,70053.0,0,1,8.0,38,0,57
1961,4,5,71670.0,0,0,8.0,8,1,60
1962,2,2,44359.0,1,1,7.0,19,0,44
1963,2,3,40887.0,1,1,9.0,32,1,70
1964,2,1,48877.0,0,1,8.0,27,0,56
1965,2,4,74485.0,0,0,8.0,58,0,75
1966,2,4,64474.0,0,1,8.0,59,0,50
1967,2,4,77226.0,0,1,8.0,29,0,59
1968,2,5,72643.0,0,0,9.0,60,1,73
1969,3,4,85738.0,0,0,8.0,41,1,44
1970,2,1,55686.0,0,1,9.0,27,1,56
1971,2,3,39062.0,1,0,8.0,28,1,39
1972,2,4,34600.0,1,1,9.0,8,1,51
1973,2,2,40794.0,0,1,9.0,18,0,47
1974,0,2,54690.0,1,1,8.0,76,0,51
1975,2,2,4428.0,0,1,8.0,0,0,53
1976,0,2,32632.0,0,0,9.0,32,0,59
1977,4,3,38236.0,1,1,8.0,2,0,54
1978,2,2,36781.0,1,0,8.0,16,1,43
1979,3,3,31385.0,1,0,9.0,56,1,38
1980,2,2,24570.0,1,0,9.0,97,0,38
1981,4,1,25509.0,1,0,9.0,15,1,48
1982,2,2,94642.0,0,0,8.0,35,1,71
1983,3,2,58646.0,0,1,8.0,3,0,60
1984,2,3,53201.0,1,1,9.0,49,0,47
1985,2,4,21994.0,0,1,9.0,4,0,65
1986,2,2,57113.0,1,1,9.0,45,0,44
1987,2,2,51373.0,0,0,8.0,37,0,31
1988,2,2,23477.0,1,0,8.0,39,0,36
1989,2,2,58116.0,0,1,8.0,38,0,66
1990,4,1,72968.0,0,0,8.0,8,1,59
1991,3,2,39791.0,0,1,9.0,89,0,51
1992,3,3,91712.0,0,0,8.0,47,1,75
1993,2,3,94472.0,0,1,8.0,75,1,64
1994,2,4,13672.0,1,1,9.0,86,0,62
1995,0,2,96547.0,0,0,7.0,4,1,42
1996,2,2,79205.0,0,0,9.0,73,1,47
1997,4,4,56559.0,0,1,9.0,46,0,47
1998,4,2,32644.0,1,0,9.0,38,1,49
1999,0,3,67506.0,0,1,8.0,73,0,42
2000,2,3,24206.0,1,0,9.0,66,0,52
2001,4,1,28420.0,1,0,8.0,36,0,55
2002,2,2,22979.0,1,0,9.0,29,1,52
2003,2,3,33279.0,0,0,7.0,29,0,56
2004,3,3,46423.0,1,1,8.0,6,0,50
2005,2,2,30368.0,0,1,8.0,97,0,45
2006,2,2,63684.0,0,1,9.0,61,0,52
2007,2,1,41638.0,0,1,9.0,68,1,58
2008,4,1,68805.0,0,1,8.0,73,0,63
2009,4,4,65814.0,0,1,8.0,90,0,56
2010,2,1,71964.0,0,0,9.0,81,0,64
2011,2,3,39146.0,1,0,9.0,1,0,36
2012,2,4,96876.0,0,0,8.0,79,1,45
2013,1,2,34445.0,0,0,9.0,92,0,41
2014,2,3,68281.0,0,0,9.0,31,1,64
2015,0,2,37284.0,1,1,9.0,46,0,47
2016,2,2,36790.0,0,0,9.0,14,1,39
2017,2,4,27943.0,1,1,9.0,89,0,55
2018,2,1,22263.0,1,1,8.0,31,0,71
2019,2,4,30261.0,1,2,9.0,75,0,50
2020,2,4,28587.0,1,0,8.0,42,0,44
2021,3,2,43815.0,1,0,9.0,53,0,40
2022,2,2,48195.0,1,1,8.0,53,0,66
2023,3,2,77027.0,0,1,8.0,23,0,70
2024,4,2,71322.0,0,1,9.0,57,0,57
2025,3,2,32765.0,1,0,8.0,49,0,43
2026,2,4,29672.0,1,1,9.0,6,0,57
2027,2,1,23272.0,0,0,8.0,29,0,69
2028,3,4,49912.0,0,1,9.0,5,1,73
2029,0,4,7500.0,1,0,9.0,98,0,37
2030,4,5,68117.0,0,1,9.0,80,1,75
2031,2,2,67225.0,0,1,8.0,4,0,67
2032,2,2,17649.0,1,0,8.0,70,0,46
2033,2,4,55914.0,0,1,9.0,32,0,47
2034,2,2,40059.0,1,0,8.0,82,1,38
2035,2,4,60905.0,0,1,8.0,27,0,72
2036,2,2,75330.0,1,1,9.0,94,0,45
2037,2,3,60689.0,0,1,8.0,23,0,71
2038,2,2,38680.0,1,0,9.0,97,0,38
2039,2,4,61416.0,0,0,9.0,25,1,40
2040,2,3,49767.0,0,0,9.0,92,0,31
2041,2,3,83273.0,1,2,9.0,98,0,52
2042,2,2,29009.0,1,0,8.0,19,0,41
2043,3,2,45057.0,1,0,8.0,80,0,43
2044,2,2,37150.0,1,0,9.0,80,0,51
2045,2,3,43020.0,1,0,8.0,79,0,52
2046,2,2,53154.0,0,1,7.0,50,0,63
2047,2,2,65308.0,0,0,8.0,60,1,49
2048,2,3,76467.0,1,0,9.0,44,1,52
2049,0,2,81044.0,0,0,8.0,0,0,75
2050,2,2,32871.0,1,1,9.0,28,0,71
2051,2,3,55801.0,1,1,8.0,35,1,47
2052,2,5,76320.0,0,1,7.0,49,0,63
2053,3,3,36927.0,1,1,7.0,46,0,67
2054,2,4,48794.0,1,1,7.0,97,0,69
2055,2,3,23478.0,0,0,9.0,51,0,57
2056,2,1,71128.0,1,0,9.0,80,0,49
2057,4,1,70179.0,0,1,8.0,10,0,46
2058,2,2,59462.0,0,1,9.0,29,0,72
2060,2,4,38361.0,1,0,8.0,74,0,53
2062,4,4,70038.0,0,0,8.0,54,0,40
2063,2,4,42554.0,1,1,9.0,93,0,44
2064,2,2,67445.0,0,1,9.0,63,0,48
2065,2,5,67046.0,0,1,9.0,92,0,71
2066,2,2,42192.0,0,0,8.0,40,0,74
2067,4,2,77610.0,0,1,9.0,70,0,70
2068,2,2,31761.0,1,0,8.0,96,0,38
2069,2,4,34350.0,1,0,8.0,81,0,43
2070,2,4,54591.0,0,1,8.0,63,0,73
2071,2,2,71866.0,0,1,8.0,85,0,66
2072,2,2,25293.0,1,0,8.0,51,0,53
2073,4,3,42000.0,0,0,9.0,23,1,35
2074,2,2,69520.0,0,0,8.0,95,0,39
2075,2,1,64713.0,1,0,8.0,11,1,52
2076,3,2,27889.0,1,0,8.0,42,0,45
2077,1,5,22123.0,0,0,8.0,77,0,62
2080,2,2,27803.0,1,0,9.0,40,0,49
2082,2,2,51651.0,0,1,9.0,32,0,62
2083,2,2,68487.0,0,0,9.0,48,0,34
2085,2,2,56796.0,0,1,9.0,24,0,53
2086,0,2,87000.0,0,0,9.0,61,0,30
2087,2,2,79823.0,0,1,8.0,6,1,63
2088,2,3,30828.0,1,0,8.0,16,0,42
2089,3,2,34109.0,0,1,8.0,39,0,51
2090,3,1,53367.0,1,1,8.0,2,1,48
2091,1,4,22390.0,0,0,8.0,49,0,53
2092,2,4,71322.0,0,1,8.0,31,0,46
2093,2,3,79244.0,0,0,9.0,58,1,29
2094,3,4,49912.0,0,1,9.0,5,1,73
2095,4,2,48699.0,1,1,9.0,90,0,72
2096,2,4,80144.0,0,0,8.0,47,0,47
2097,2,3,54252.0,1,1,8.0,25,0,66
2098,3,2,81929.0,1,0,9.0,60,1,46
2099,2,2,76068.0,0,1,9.0,67,1,47
2100,3,2,53204.0,1,1,8.0,40,0,46
2101,4,4,67911.0,0,1,7.0,63,0,73
2102,0,2,14796.0,1,0,9.0,1,1,38
2103,4,2,78128.0,0,1,8.0,89,1,48
2104,1,2,14188.0,0,0,9.0,40,0,50
2105,1,2,20425.0,1,0,9.0,5,0,36
2106,3,2,58646.0,0,1,8.0,3,0,60
2107,2,1,72967.0,0,1,9.0,1,1,52
2108,3,2,48150.0,0,1,8.0,24,0,73
2109,2,3,82332.0,0,0,9.0,89,1,61
2110,2,5,58275.0,1,1,8.0,48,0,67
2111,4,4,44953.0,0,0,9.0,31,1,41
2112,2,4,34587.0,1,1,8.0,68,0,69
2113,3,4,43018.0,0,1,8.0,46,0,48
2114,3,2,45736.0,0,1,8.0,92,0,68
2115,3,4,66476.0,0,1,8.0,80,0,53
2116,0,2,27733.0,1,0,8.0,16,0,41
2117,4,4,69805.0,0,1,8.0,50,0,70
2118,3,3,72217.0,0,0,9.0,93,0,60
2119,2,1,25818.0,1,0,9.0,51,0,51
2120,3,4,37509.0,1,0,9.0,24,0,46
2121,0,4,25176.0,1,1,8.0,79,0,46
2122,2,2,43586.0,0,1,9.0,26,0,42
2123,0,2,53230.0,0,1,9.0,86,0,66
2124,2,4,50116.0,1,1,7.0,68,1,65
2125,2,4,84906.0,0,0,8.0,98,1,50
2126,2,2,61286.0,0,1,8.0,34,0,56
2127,4,2,82333.0,0,0,9.0,60,1,36
2128,4,4,65220.0,0,0,9.0,3,1,57
2129,2,4,33590.0,2,1,8.0,65,0,48
2130,2,1,30992.0,1,0,9.0,83,0,46
2131,3,3,72309.0,0,0,9.0,64,1,46
2133,1,2,16005.0,1,0,9.0,69,0,42
2134,3,3,65487.0,0,0,8.0,48,0,65
2135,2,2,58692.0,0,1,8.0,21,0,57
2136,2,5,40590.0,1,1,8.0,30,1,53
2137,2,3,20587.0,1,0,8.0,39,0,52
2138,3,1,62637.0,0,1,8.0,76,0,68
2139,3,1,29435.0,1,1,9.0,11,1,56
2140,2,1,19346.0,1,0,8.0,26,0,48
2141,2,2,35788.0,1,1,8.0,34,0,51
2142,2,1,36997.0,1,1,9.0,72,0,54
2143,2,2,23539.0,0,0,8.0,13,0,65
2144,2,3,65333.0,0,1,8.0,58,1,49
2145,2,3,78499.0,0,0,8.0,12,1,65
2146,4,4,29732.0,1,0,8.0,23,0,51
2147,3,4,41275.0,1,2,8.0,33,0,62
2148,4,4,63516.0,1,1,8.0,30,0,49
2149,4,2,42769.0,0,1,8.0,15,0,60
2150,3,2,49572.0,1,1,8.0,25,0,64
2151,2,2,69209.0,0,0,9.0,4,1,50
2152,2,2,17148.0,1,0,8.0,80,0,46
2153,2,5,40590.0,1,1,8.0,30,1,53
2154,3,4,30560.0,1,0,8.0,6,0,46
2155,0,2,32146.0,1,0,8.0,16,0,39
2156,0,1,41713.0,1,1,8.0,57,0,58
2157,3,4,34176.0,0,1,8.0,9,0,47
2158,4,2,58482.0,0,1,8.0,59,1,67
2159,2,3,59686.0,0,1,8.0,78,0,57
2160,4,2,60896.0,0,1,9.0,90,1,58
2161,2,4,62994.0,1,0,8.0,74,0,42
2162,2,4,47320.0,0,1,8.0,10,0,65
2163,0,5,74859.0,0,0,8.0,63,1,73
2164,1,3,15253.0,1,0,8.0,13,0,30
2165,4,3,31560.0,1,0,8.0,98,0,48
2166,2,1,72071.0,0,1,9.0,4,0,68
2167,3,3,91172.0,0,0,9.0,94,1,32
2168,2,2,90000.0,0,0,8.0,91,1,38
2169,2,3,41967.0,1,1,8.0,66,0,41
2170,2,3,69263.0,0,1,8.0,14,1,57
2171,0,1,65706.0,0,0,8.0,77,1,52
2172,2,4,60934.0,0,1,8.0,41,0,47
2173,2,2,71965.0,0,1,8.0,21,0,71
2174,2,2,65210.0,0,1,8.0,25,1,67
2175,4,2,79174.0,0,0,9.0,2,1,47
2176,3,1,81380.0,0,0,9.0,51,0,55
2177,4,3,48432.0,0,1,9.0,3,0,49
2178,2,2,52914.0,0,1,9.0,32,1,51
2179,2,4,38946.0,0,1,8.0,84,0,67
2180,2,2,26067.0,1,0,8.0,49,0,48
2181,4,2,44325.0,0,1,9.0,69,1,50
2182,2,2,42523.0,0,0,8.0,96,0,58
2183,1,3,26487.0,1,0,9.0,23,0,44
2184,0,2,53233.0,0,1,8.0,18,0,65
2185,2,2,67716.0,0,1,9.0,8,1,62
2186,3,2,76234.0,0,1,8.0,21,1,50
2187,4,2,84117.0,0,0,8.0,60,1,66
2188,3,4,65487.0,0,0,8.0,48,0,65
2189,1,2,25224.0,1,0,8.0,36,0,50
2190,3,3,89616.0,0,0,9.0,36,1,39
2191,2,1,40851.0,1,1,9.0,63,0,51
2192,2,2,27469.0,0,0,9.0,2,0,75
2193,0,2,82347.0,0,0,9.0,38,1,65
2194,2,2,73803.0,0,1,9.0,61,1,65
2195,3,3,8820.0,1,1,9.0,52,0,70
2196,2,3,43322.0,0,0,8.0,25,0,48
2197,2,4,55593.0,0,1,8.0,63,1,49
2198,2,2,50501.0,1,1,8.0,10,1,68
2199,2,2,37085.0,1,1,7.0,65,0,47
2200,1,3,16185.0,1,0,8.0,71,0,32
2201,2,3,57731.0,0,1,9.0,0,0,53
2202,4,3,48432.0,0,1,9.0,3,1,49
2203,2,2,73807.0,0,1,9.0,88,0,44
2204,2,2,18929.0,0,0,9.0,15,0,32
2205,2,3,35893.0,1,1,9.0,80,0,54
2206,2,2,61014.0,0,1,9.0,17,0,42
2207,2,4,32144.0,1,1,8.0,76,1,68
2208,1,4,14918.0,0,1,9.0,52,0,59
2209,2,1,45146.0,1,1,8.0,28,0,59
2210,0,1,41769.0,0,1,9.0,31,0,67
2211,2,4,88325.0,0,0,8.0,42,0,41
2212,3,1,38054.0,1,1,8.0,24,0,72
